#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:27:25;
7;
TA_SP15P2_ET1	0	5000	255,0,0;
CO_SP15P2_ET1	0	5000	0,64,0;
DBS_SP15P2_ET1	0	5000	0,0,128;
DBE_SP15P2_ET1	0	5000	128,0,128;
TA_SP15P3_ET1	0	5000	255,255,0;
CO_SP15P3_ET1	0	5000	255,128,128;
DBS_SP15P3_ET1	0	5000	0,255,0;

#!(s);Date;Time;TA_SP15P2_ET1;CO_SP15P2_ET1;DBS_SP15P2_ET1;DBE_SP15P2_ET1;TA_SP15P3_ET1;CO_SP15P3_ET1;DBS_SP15P3_ET1;
1737306706;19.01.2025;17:11:46;17.9;0;353;360;0;0;353;
1737307609;19.01.2025;17:26:49;18;0;360;346;0;0;353;
1737308512;19.01.2025;17:41:52;18.2;0;360;338;0;0;346;
1737309416;19.01.2025;17:56:56;18.2;0;346;353;0;0;353;
1737310319;19.01.2025;18:11:59;18.1;0;353;346;0;0;353;
1737311222;19.01.2025;18:27:02;18.1;0;346;353;0;0;353;
1737312125;19.01.2025;18:42:05;18;0;353;346;0;0;346;
1737313029;19.01.2025;18:57:09;17.9;0;353;360;0;0;360;
1737313932;19.01.2025;19:12:12;17.9;0;346;367;0;0;353;
1737314835;19.01.2025;19:27:15;18.2;0;353;346;0;0;346;
1737315738;19.01.2025;19:42:18;18.1;0;346;360;0;0;346;
1737316641;19.01.2025;19:57:21;18;0;346;346;0;0;346;
1737317544;19.01.2025;20:12:24;17.8;0;371;360;0;0;353;
1737318448;19.01.2025;20:27:28;17.9;0;360;346;0;0;353;
1737319351;19.01.2025;20:42:31;18;0;367;353;0;0;353;
1737320254;19.01.2025;20:57:34;18.1;0;353;346;0;0;346;
1737321157;19.01.2025;21:12:37;18.1;0;331;338;0;0;346;
1737322060;19.01.2025;21:27:40;18.1;0;353;367;0;0;353;
1737322964;19.01.2025;21:42:44;18;0;360;331;0;0;360;
1737323867;19.01.2025;21:57:47;17.8;0;346;353;0;0;353;
1737324770;19.01.2025;22:12:50;18;0;346;338;0;0;353;
1737325673;19.01.2025;22:27:53;18;0;338;353;0;0;353;
1737326576;19.01.2025;22:42:56;18.1;0;360;353;0;0;353;
1737327479;19.01.2025;22:57:59;18.1;0;338;338;0;0;353;
1737328383;19.01.2025;23:13:03;18;0;353;346;0;0;353;
1737329286;19.01.2025;23:28:06;18;0;367;360;0;0;338;
1737330189;19.01.2025;23:43:09;17.8;0;346;353;0;0;353;
1737331092;19.01.2025;23:58:12;17.9;0;346;346;0;0;346;
1737331995;20.01.2025;00:13:15;18.1;0;353;353;0;0;346;
1737332899;20.01.2025;00:28:19;18.2;0;353;360;0;0;346;
1737333802;20.01.2025;00:43:22;18.3;0;353;353;0;0;353;
1737334705;20.01.2025;00:58:25;18.1;0;360;331;0;0;346;
1737335608;20.01.2025;01:13:28;17.9;0;367;346;0;0;338;
1737336511;20.01.2025;01:28:31;17.8;0;346;338;0;0;353;
1737337415;20.01.2025;01:43:35;17.8;0;346;353;0;0;353;
1737338318;20.01.2025;01:58:38;18;0;367;338;0;0;346;
1737339221;20.01.2025;02:13:41;18.1;0;360;346;0;0;353;
1737340124;20.01.2025;02:28:44;18.1;0;346;360;0;0;338;
1737341027;20.01.2025;02:43:47;18.1;0;338;346;0;0;353;
1737341930;20.01.2025;02:58:50;18;0;353;360;0;0;353;
1737342833;20.01.2025;03:13:53;17.9;0;338;338;0;0;353;
1737343737;20.01.2025;03:28:57;18;0;346;331;0;0;338;
1737344640;20.01.2025;03:44:00;18.2;0;346;360;0;0;346;
1737345543;20.01.2025;03:59:03;18.3;0;346;353;0;0;346;
1737346446;20.01.2025;04:14:06;18.2;0;346;346;0;0;346;
1737347349;20.01.2025;04:29:09;18.2;0;360;346;0;0;338;
1737348252;20.01.2025;04:44:12;18.2;0;346;346;0;0;353;
1737349156;20.01.2025;04:59:16;18.3;0;346;353;0;0;353;
1737350059;20.01.2025;05:14:19;18.3;0;320;353;0;0;346;
1737350962;20.01.2025;05:29:22;18.3;0;346;346;0;0;353;
1737351865;20.01.2025;05:44:25;18.3;0;367;346;0;0;338;
1737352768;20.01.2025;05:59:28;18.5;0;328;346;0;0;353;
1737353671;20.01.2025;06:14:31;18.5;0;353;346;0;0;346;
1737354575;20.01.2025;06:29:35;18.6;0;367;353;0;0;353;
1737355478;20.01.2025;06:44:38;18.6;0;338;346;0;0;353;
1737356381;20.01.2025;06:59:41;18.4;0;338;353;0;0;338;
1737357284;20.01.2025;07:14:44;18.6;0;353;353;0;0;353;
1737358187;20.01.2025;07:29:47;18.6;0;346;346;0;0;367;
1737359090;20.01.2025;07:44:50;18.5;0;353;353;0;0;353;
1737359994;20.01.2025;07:59:54;18.6;0;360;360;0;0;346;
1737360897;20.01.2025;08:14:57;18.3;0;346;338;0;0;353;
1737361800;20.01.2025;08:30:00;18.5;0;353;353;0;0;353;
1737362703;20.01.2025;08:45:03;18.6;0;346;360;0;0;360;
1737363606;20.01.2025;09:00:06;18.6;0;346;338;0;0;353;
1737364509;20.01.2025;09:15:09;18.5;0;385;338;0;0;353;
1737365412;20.01.2025;09:30:12;18.6;0;360;353;0;0;360;
1737366315;20.01.2025;09:45:15;18.5;0;353;338;0;0;346;
1737367219;20.01.2025;10:00:19;18.6;0;338;353;0;0;346;
1737368122;20.01.2025;10:15:22;18.5;0;353;331;0;0;353;
1737369025;20.01.2025;10:30:25;17.6;0;353;346;0;0;346;
1737369928;20.01.2025;10:45:28;18.4;0;367;346;0;0;346;
1737370831;20.01.2025;11:00:31;18;0;346;346;0;0;338;
1737371734;20.01.2025;11:15:34;17.3;0;338;353;0;0;346;
1737372638;20.01.2025;11:30:38;18.1;0;338;353;0;0;338;
1737373541;20.01.2025;11:45:41;18;0;346;346;0;0;353;
1737374444;20.01.2025;12:00:44;17.8;0;331;346;0;0;353;
1737375347;20.01.2025;12:15:47;17.6;0;346;353;0;0;346;
1737376250;20.01.2025;12:30:50;18;0;331;346;0;0;338;
1737377153;20.01.2025;12:45:53;16.3;0;353;346;0;0;346;
1737378057;20.01.2025;13:00:57;18.3;0;346;353;0;0;346;
1737378960;20.01.2025;13:16:00;18.2;0;338;346;0;0;346;
1737379863;20.01.2025;13:31:03;19.5;0;353;346;0;0;338;
1737380766;20.01.2025;13:46:06;18.3;0;353;331;0;0;338;
1737381669;20.01.2025;14:01:09;19.5;0;360;353;0;0;338;
1737382572;20.01.2025;14:16:12;18.2;0;346;346;0;0;353;
1737383476;20.01.2025;14:31:16;18.6;0;346;346;0;0;353;
1737384379;20.01.2025;14:46:19;18.5;0;331;338;0;0;346;
1737385282;20.01.2025;15:01:22;19.6;0;353;353;0;0;338;
1737386185;20.01.2025;15:16:25;20.3;0;346;346;0;0;338;
1737387088;20.01.2025;15:31:28;19.5;0;353;360;0;0;353;
1737387991;20.01.2025;15:46:31;19.9;0;353;346;0;0;353;
1737388895;20.01.2025;16:01:35;18.9;0;346;360;0;0;360;
1737389798;20.01.2025;16:16:38;18.5;0;353;338;0;0;338;
1737390701;20.01.2025;16:31:41;20.3;0;338;360;0;0;353;
1737391604;20.01.2025;16:46:44;20;0;338;338;0;0;346;
1737392507;20.01.2025;17:01:47;18.5;0;353;346;0;0;346;
1737393410;20.01.2025;17:16:50;18.5;0;338;346;0;0;338;
1737394314;20.01.2025;17:31:54;18.6;0;367;346;0;0;385;
1737395217;20.01.2025;17:46:57;18.9;0;353;353;0;0;353;
1737396120;20.01.2025;18:02:00;19.3;0;353;353;0;0;346;
1737397023;20.01.2025;18:17:03;20;0;338;0;0;0;346;
1737397926;20.01.2025;18:32:06;19.9;0;346;353;0;0;353;
1737398829;20.01.2025;18:47:09;18.3;0;338;331;0;0;346;
1737399732;20.01.2025;19:02:12;18.9;0;353;353;0;0;353;
1737400636;20.01.2025;19:17:16;18.3;0;331;346;0;0;346;
1737401539;20.01.2025;19:32:19;19.1;0;360;353;0;0;328;
1737402442;20.01.2025;19:47:22;19.3;0;331;331;0;0;346;
1737403345;20.01.2025;20:02:25;19.3;0;331;360;0;0;353;
1737404248;20.01.2025;20:17:28;19.2;0;360;360;0;0;346;
1737405151;20.01.2025;20:32:31;17.6;0;353;346;0;0;346;
1737406055;20.01.2025;20:47:35;19.2;0;328;360;0;0;346;
1737406958;20.01.2025;21:02:38;18.9;0;360;346;0;0;346;
1737407861;20.01.2025;21:17:41;18.8;0;360;346;0;0;338;
1737408764;20.01.2025;21:32:44;18.6;0;328;338;0;0;338;
1737409667;20.01.2025;21:47:47;19.3;0;360;353;0;0;353;
1737410570;20.01.2025;22:02:50;19.4;0;346;360;0;0;353;
1737411474;20.01.2025;22:17:54;19;0;331;346;0;0;346;
1737412377;20.01.2025;22:32:57;18.7;0;353;360;0;0;353;
1737413280;20.01.2025;22:48:00;18.5;0;346;367;0;0;353;
1737414183;20.01.2025;23:03:03;19;0;331;338;0;0;353;
1737415086;20.01.2025;23:18:06;17.6;0;360;360;0;0;353;
1737415989;20.01.2025;23:33:09;18;0;371;346;0;0;353;
1737416892;20.01.2025;23:48:12;17.2;0;360;346;0;0;331;
1737417795;21.01.2025;00:03:15;19.2;0;360;346;0;0;346;
1737418699;21.01.2025;00:18:19;19.4;0;338;353;0;0;346;
1737419602;21.01.2025;00:33:22;18.5;0;338;353;0;0;346;
1737420505;21.01.2025;00:48:25;18.1;0;346;353;0;0;346;
1737421408;21.01.2025;01:03:28;19.3;0;346;360;0;0;346;
1737422311;21.01.2025;01:18:31;19.3;0;346;360;0;0;353;
1737423215;21.01.2025;01:33:35;18.3;0;360;338;0;0;346;
1737424118;21.01.2025;01:48:38;16.9;0;338;346;0;0;346;
1737425021;21.01.2025;02:03:41;17.5;0;346;353;0;0;353;
1737425924;21.01.2025;02:18:44;18.3;0;353;338;0;0;353;
1737426827;21.01.2025;02:33:47;19.4;0;331;353;0;0;353;
1737427731;21.01.2025;02:48:51;17.1;0;367;346;0;0;346;
1737428634;21.01.2025;03:03:54;18.7;0;360;360;0;0;353;
1737429537;21.01.2025;03:18:57;19.3;0;338;353;0;0;346;
1737430440;21.01.2025;03:34:00;16.7;0;346;331;0;0;338;
1737431343;21.01.2025;03:49:03;19;0;346;353;0;0;346;
1737432247;21.01.2025;04:04:07;18.9;0;367;346;0;0;353;
1737433150;21.01.2025;04:19:10;19.3;0;360;367;0;0;346;
1737434053;21.01.2025;04:34:13;19;0;346;346;0;0;346;
1737434956;21.01.2025;04:49:16;18.5;0;338;328;0;0;346;
1737435859;21.01.2025;05:04:19;19.4;0;338;360;0;0;346;
1737436762;21.01.2025;05:19:22;18.6;0;346;338;0;0;353;
1737437665;21.01.2025;05:34:25;18.7;0;360;360;0;0;346;
1737438568;21.01.2025;05:49:28;18.7;0;353;346;0;0;338;
1737439471;21.01.2025;06:04:31;18.9;0;353;360;0;0;346;
1737440375;21.01.2025;06:19:35;19.3;0;353;338;0;0;353;
1737441278;21.01.2025;06:34:38;19.5;0;346;353;0;0;346;
1737442181;21.01.2025;06:49:41;19.3;0;360;360;0;0;346;
1737443084;21.01.2025;07:04:44;19.3;0;360;338;0;0;346;
1737443987;21.01.2025;07:19:47;18.9;0;367;360;0;0;346;
1737444890;21.01.2025;07:34:50;19.3;0;338;346;0;0;353;
1737445793;21.01.2025;07:49:53;18.5;0;331;338;0;0;360;
1737446697;21.01.2025;08:04:57;19.2;0;360;338;0;0;353;
1737447600;21.01.2025;08:20:00;19.3;0;338;367;0;0;353;
1737448503;21.01.2025;08:35:03;19.3;0;353;346;0;0;353;
1737449406;21.01.2025;08:50:06;19.2;0;353;338;0;0;346;
1737450309;21.01.2025;09:05:09;18.3;0;360;338;0;0;346;
1737451213;21.01.2025;09:20:13;18.9;0;346;353;0;0;346;
1737452116;21.01.2025;09:35:16;19.6;0;346;353;0;0;331;
1737453019;21.01.2025;09:50:19;19.1;0;338;353;0;0;353;
1737453922;21.01.2025;10:05:22;19.1;0;331;346;0;0;346;
1737454825;21.01.2025;10:20:25;19.1;0;353;338;0;0;346;
1737455728;21.01.2025;10:35:28;18.9;0;353;360;0;0;353;
1737456632;21.01.2025;10:50:32;19.3;0;328;331;0;0;353;
1737457535;21.01.2025;11:05:35;19.3;0;371;346;0;0;353;
1737458438;21.01.2025;11:20:38;19.6;0;338;353;0;0;346;
1737459341;21.01.2025;11:35:41;19.4;0;346;353;0;0;346;
1737460244;21.01.2025;11:50:44;19.3;0;331;338;0;0;346;
1737461147;21.01.2025;12:05:47;19.3;0;353;360;0;0;346;
1737462050;21.01.2025;12:20:50;19.9;0;346;378;0;0;108;
1737462954;21.01.2025;12:35:54;19.7;0;338;346;0;0;346;
1737463857;21.01.2025;12:50:57;19.6;0;353;346;0;0;353;
1737464760;21.01.2025;13:06:00;19.6;0;353;331;0;0;353;
1737465663;21.01.2025;13:21:03;20.1;0;360;346;0;0;360;
1737466566;21.01.2025;13:36:06;20;0;338;353;0;0;346;
1737467469;21.01.2025;13:51:09;19.2;0;346;346;0;0;338;
1737468373;21.01.2025;14:06:13;18.9;0;353;346;0;0;338;
1737469276;21.01.2025;14:21:16;18.3;0;353;353;0;0;353;
1737470179;21.01.2025;14:36:19;18.9;0;353;331;0;0;338;
1737471082;21.01.2025;14:51:22;19;0;360;360;0;0;346;
1737471985;21.01.2025;15:06:25;20.1;0;346;367;0;0;353;
1737472888;21.01.2025;15:21:28;19.3;0;346;353;0;0;346;
1737473792;21.01.2025;15:36:32;20.2;0;331;353;0;0;338;
1737474695;21.01.2025;15:51:35;20.3;0;367;353;0;0;367;
1737475598;21.01.2025;16:06:38;20.4;0;346;346;0;0;338;
1737476501;21.01.2025;16:21:41;20.2;0;367;360;0;0;346;
1737477404;21.01.2025;16:36:44;19.1;0;346;367;0;0;338;
1737478307;21.01.2025;16:51:47;19.9;0;353;338;0;0;353;
1737479210;21.01.2025;17:06:50;20;0;331;346;0;0;346;
1737480114;21.01.2025;17:21:54;19.5;0;338;353;0;0;338;
1737481017;21.01.2025;17:36:57;19;0;353;360;0;0;346;
1737481920;21.01.2025;17:52:00;19;0;367;346;0;0;346;
1737482823;21.01.2025;18:07:03;19.1;0;338;346;0;0;338;
1737483726;21.01.2025;18:22:06;19;0;353;353;0;0;346;
1737484629;21.01.2025;18:37:09;18.4;0;353;346;0;0;346;
1737485532;21.01.2025;18:52:12;18.9;0;331;346;0;0;338;
1737486436;21.01.2025;19:07:16;18.6;0;331;346;0;0;346;
1737487339;21.01.2025;19:22:19;17.5;0;360;331;0;0;328;
1737488242;21.01.2025;19:37:22;17.3;0;331;338;0;0;331;
1737489145;21.01.2025;19:52:25;18.9;0;353;346;0;0;353;
1737490048;21.01.2025;20:07:28;19.7;0;346;378;0;0;1696;
1737490951;21.01.2025;20:22:31;16.7;0;360;331;0;0;331;
1737491854;21.01.2025;20:37:34;17.5;0;353;346;0;0;346;
1737492757;21.01.2025;20:52:37;19.1;0;331;338;0;0;353;
1737493661;21.01.2025;21:07:41;19.1;0;367;346;0;0;353;
1737494564;21.01.2025;21:22:44;18.5;0;338;346;0;0;346;
1737495467;21.01.2025;21:37:47;18.7;0;353;346;0;0;346;
1737496370;21.01.2025;21:52:50;19.8;0;371;346;0;0;367;
1737497273;21.01.2025;22:07:53;19.6;0;353;346;0;0;353;
1737498176;21.01.2025;22:22:56;19.4;0;360;346;0;0;353;
1737499079;21.01.2025;22:37:59;19.3;0;367;360;0;0;353;
1737499983;21.01.2025;22:53:03;17.5;0;346;346;0;0;346;
1737500886;21.01.2025;23:08:06;18.9;0;353;346;0;0;338;
1737501789;21.01.2025;23:23:09;17.8;0;328;360;0;0;346;
1737502692;21.01.2025;23:38:12;18.1;0;353;338;0;0;346;
1737503595;21.01.2025;23:53:15;19.4;0;353;360;0;0;353;
1737504499;22.01.2025;00:08:19;19.3;0;353;371;0;0;360;
1737505402;22.01.2025;00:23:22;19;0;331;346;0;0;360;
1737506305;22.01.2025;00:38:25;19.1;0;338;367;0;0;353;
1737507208;22.01.2025;00:53:28;19.1;0;360;360;0;0;353;
1737508111;22.01.2025;01:08:31;18.3;0;338;346;0;0;353;
1737509014;22.01.2025;01:23:34;19.1;0;353;346;0;0;353;
1737509917;22.01.2025;01:38:37;18.4;0;338;346;0;0;353;
1737510821;22.01.2025;01:53:41;18.1;0;331;338;0;0;346;
1737511724;22.01.2025;02:08:44;19.4;0;346;367;0;0;353;
1737512627;22.01.2025;02:23:47;16.7;0;353;346;0;0;346;
1737513530;22.01.2025;02:38:50;19.1;0;353;360;0;0;353;
1737514433;22.01.2025;02:53:53;17.7;0;353;346;0;0;353;
1737515336;22.01.2025;03:08:56;17.6;0;353;328;0;0;353;
1737516240;22.01.2025;03:24:00;18.3;0;367;353;0;0;353;
1737517143;22.01.2025;03:39:03;19.7;0;346;360;0;0;360;
1737518046;22.01.2025;03:54:06;19.4;0;360;353;0;0;346;
1737518949;22.01.2025;04:09:09;19.2;0;367;353;0;0;346;
1737519852;22.01.2025;04:24:12;19;0;360;353;0;0;353;
1737520755;22.01.2025;04:39:15;19.3;0;353;353;0;0;346;
1737521659;22.01.2025;04:54:19;18.5;0;367;346;0;0;346;
1737522562;22.01.2025;05:09:22;19.2;0;346;353;0;0;353;
1737523465;22.01.2025;05:24:25;19.2;0;338;353;0;0;353;
1737524368;22.01.2025;05:39:28;19.3;0;346;353;0;0;353;
1737525271;22.01.2025;05:54:31;19.4;0;353;360;0;0;353;
1737526174;22.01.2025;06:09:34;19.3;0;338;346;0;0;346;
1737527078;22.01.2025;06:24:38;19.2;0;353;353;0;0;353;
1737527981;22.01.2025;06:39:41;18.3;0;346;353;0;0;353;
1737528884;22.01.2025;06:54:44;18.9;0;353;367;0;0;353;
1737529787;22.01.2025;07:09:47;17.7;0;338;338;0;0;353;
1737530690;22.01.2025;07:24:50;17.8;0;367;346;0;0;346;
1737531593;22.01.2025;07:39:53;18.8;0;353;353;0;0;353;
1737532496;22.01.2025;07:54:56;18.2;0;346;353;0;0;353;
1737533400;22.01.2025;08:10:00;19.3;0;353;360;0;0;346;
1737534303;22.01.2025;08:25:03;19.6;0;338;353;0;0;353;
1737535206;22.01.2025;08:40:06;19.4;0;338;353;0;0;346;
1737536109;22.01.2025;08:55:09;18.3;0;353;353;0;0;338;
1737537012;22.01.2025;09:10:12;18.2;0;378;353;0;0;346;
1737537915;22.01.2025;09:25:15;19.3;0;360;346;0;0;353;
1737538818;22.01.2025;09:40:18;18.9;0;353;353;0;0;338;
1737539722;22.01.2025;09:55:22;19.7;0;338;360;0;0;346;
1737540625;22.01.2025;10:10:25;19.1;0;338;353;0;0;353;
1737541528;22.01.2025;10:25:28;19.2;0;353;331;0;0;360;
1737542431;22.01.2025;10:40:31;19.3;0;353;353;0;0;346;
1737543334;22.01.2025;10:55:34;19.4;0;371;338;0;0;338;
1737544237;22.01.2025;11:10:37;19.3;0;360;346;0;0;338;
1737545140;22.01.2025;11:25:40;19.1;0;360;360;0;0;360;
1737546044;22.01.2025;11:40:44;19.4;0;338;360;0;0;353;
1737546947;22.01.2025;11:55:47;19.3;0;353;346;0;0;346;
1737547850;22.01.2025;12:10:50;19.3;0;338;353;0;0;353;
1737548753;22.01.2025;12:25:53;18.9;0;338;346;0;0;353;
1737549656;22.01.2025;12:40:56;18.7;0;360;353;0;0;353;
1737550559;22.01.2025;12:55:59;18.5;0;353;346;0;0;338;
1737551462;22.01.2025;13:11:02;19.3;0;367;360;0;0;320;
1737552365;22.01.2025;13:26:05;19.8;0;346;346;0;0;353;
1737553269;22.01.2025;13:41:09;19.1;0;338;353;0;0;346;
1737554172;22.01.2025;13:56:12;18.9;0;353;338;0;0;353;
1737555075;22.01.2025;14:11:15;19.3;0;331;360;0;0;353;
1737555978;22.01.2025;14:26:18;18.9;0;338;360;0;0;353;
1737556881;22.01.2025;14:41:21;19.1;0;346;338;0;0;338;
1737557784;22.01.2025;14:56:24;19;0;331;338;0;0;353;
1737558688;22.01.2025;15:11:28;19;0;338;346;0;0;338;
1737559591;22.01.2025;15:26:31;19.4;0;346;331;0;0;331;
1737560494;22.01.2025;15:41:34;19.5;0;353;346;0;0;346;
1737561397;22.01.2025;15:56:37;19.3;0;346;346;0;0;346;
1737562300;22.01.2025;16:11:40;18.9;0;353;360;0;0;346;
1737563203;22.01.2025;16:26:43;18.9;0;353;346;0;0;346;
1737564106;22.01.2025;16:41:46;19;0;346;353;0;0;353;
1737565010;22.01.2025;16:56:50;18.9;0;353;346;0;0;353;
1737565913;22.01.2025;17:11:53;18.7;0;367;346;0;0;346;
1737566816;22.01.2025;17:26:56;19;0;338;346;0;0;338;
1737567719;22.01.2025;17:41:59;18.9;0;346;338;0;0;346;
1737568622;22.01.2025;17:57:02;18.8;0;360;346;0;0;346;
1737569525;22.01.2025;18:12:05;18.8;0;346;353;0;0;346;
1737570428;22.01.2025;18:27:08;18.7;0;360;353;0;0;353;
1737571332;22.01.2025;18:42:12;18.8;0;353;346;0;0;346;
1737572235;22.01.2025;18:57:15;18.7;0;353;346;0;0;338;
1737573138;22.01.2025;19:12:18;18.8;0;360;338;0;0;346;
1737574041;22.01.2025;19:27:21;19.8;0;353;367;0;0;346;
1737574944;22.01.2025;19:42:24;19.6;0;353;353;0;0;346;
1737575847;22.01.2025;19:57:27;19.6;0;346;360;0;0;353;
1737576750;22.01.2025;20:12:30;19.7;0;338;346;0;0;346;
1737577653;22.01.2025;20:27:33;19.3;0;353;346;0;0;360;
1737578557;22.01.2025;20:42:37;19.8;0;331;353;0;0;353;
1737579460;22.01.2025;20:57:40;19.2;0;346;353;0;0;346;
1737580363;22.01.2025;21:12:43;17.4;0;346;338;0;0;338;
1737581266;22.01.2025;21:27:46;18;0;353;353;0;0;353;
1737582169;22.01.2025;21:42:49;18.9;0;367;360;0;0;360;
1737583072;22.01.2025;21:57:52;18.2;0;346;346;0;0;353;
1737583975;22.01.2025;22:12:55;18;0;353;360;0;0;360;
1737584879;22.01.2025;22:27:59;18.2;0;353;331;0;0;346;
1737585782;22.01.2025;22:43:02;19.1;0;353;338;0;0;353;
1737586685;22.01.2025;22:58:05;18.3;0;360;360;0;0;346;
1737587588;22.01.2025;23:13:08;19.2;0;338;346;0;0;346;
1737588491;22.01.2025;23:28:11;17.9;0;346;346;0;0;346;
1737589394;22.01.2025;23:43:14;18.3;0;353;360;0;0;353;
1737590297;22.01.2025;23:58:17;19.1;0;338;353;0;0;353;
1737591200;23.01.2025;00:13:20;18;0;338;346;0;0;360;
1737592103;23.01.2025;00:28:23;18.2;0;353;367;0;0;346;
1737593007;23.01.2025;00:43:27;19.5;0;371;360;0;0;346;
1737593910;23.01.2025;00:58:30;19.3;0;353;346;0;0;346;
1737594813;23.01.2025;01:13:33;20.5;0;353;360;0;0;353;
1737595716;23.01.2025;01:28:36;19.4;0;353;338;0;0;346;
1737596619;23.01.2025;01:43:39;18.4;0;353;353;0;0;353;
1737597522;23.01.2025;01:58:42;19.8;0;338;338;0;0;360;
1737598425;23.01.2025;02:13:45;19.2;0;338;338;0;0;338;
1737599329;23.01.2025;02:28:49;18;0;360;346;0;0;338;
1737600232;23.01.2025;02:43:52;19.6;0;346;353;0;0;331;
1737601135;23.01.2025;02:58:55;19.7;0;353;353;0;0;353;
1737602038;23.01.2025;03:13:58;19.4;0;346;346;0;0;360;
1737602941;23.01.2025;03:29:01;19.2;0;353;331;0;0;346;
1737603844;23.01.2025;03:44:04;18.9;0;346;338;0;0;338;
1737604748;23.01.2025;03:59:08;19.2;0;353;353;0;0;346;
1737605651;23.01.2025;04:14:11;19.5;0;346;338;0;0;346;
1737606554;23.01.2025;04:29:14;19.5;0;371;346;0;0;346;
1737607457;23.01.2025;04:44:17;19.5;0;346;353;0;0;346;
1737608360;23.01.2025;04:59:20;19.5;0;338;346;0;0;353;
1737609263;23.01.2025;05:14:23;19.5;0;338;346;0;0;346;
1737610166;23.01.2025;05:29:26;19.6;0;353;346;0;0;346;
1737611069;23.01.2025;05:44:29;19.5;0;346;346;0;0;338;
1737611973;23.01.2025;05:59:33;19.4;0;331;353;0;0;360;
1737612876;23.01.2025;06:14:36;19.6;0;346;346;0;0;360;
1737613779;23.01.2025;06:29:39;19.4;0;367;346;0;0;353;
1737614682;23.01.2025;06:44:42;19.2;0;346;360;0;0;346;
1737615585;23.01.2025;06:59:45;19.2;0;353;346;0;0;346;
1737616488;23.01.2025;07:14:48;19.6;0;346;353;0;0;360;
1737617392;23.01.2025;07:29:52;19.7;0;346;353;0;0;346;
1737618295;23.01.2025;07:44:55;18.9;0;371;353;0;0;353;
1737619198;23.01.2025;07:59:58;19;0;346;353;0;0;353;
1737620101;23.01.2025;08:15:01;19.8;0;353;360;0;0;360;
1737621004;23.01.2025;08:30:04;19;0;331;338;0;0;338;
1737621907;23.01.2025;08:45:07;18.3;0;338;371;0;0;346;
1737622811;23.01.2025;09:00:11;19;0;346;353;0;0;353;
1737623714;23.01.2025;09:15:14;19.6;0;353;346;0;0;360;
1737624617;23.01.2025;09:30:17;19.4;0;360;331;0;0;346;
1737625520;23.01.2025;09:45:20;19.7;0;371;353;0;0;353;
1737626423;23.01.2025;10:00:23;19.9;0;346;353;0;0;346;
1737627326;23.01.2025;10:15:26;18.5;0;353;338;0;0;346;
1737628229;23.01.2025;10:30:29;20.4;0;338;353;0;0;353;
1737629133;23.01.2025;10:45:33;20;0;353;353;0;0;353;
1737630036;23.01.2025;11:00:36;19.8;0;353;353;0;0;346;
1737630939;23.01.2025;11:15:39;19.6;0;360;353;0;0;346;
1737631842;23.01.2025;11:30:42;19;0;346;338;0;0;367;
1737632745;23.01.2025;11:45:45;19.9;0;360;353;0;0;353;
1737633648;23.01.2025;12:00:48;19;0;338;346;0;0;353;
1737634552;23.01.2025;12:15:52;19.7;0;346;367;0;0;353;
1737635455;23.01.2025;12:30:55;19;0;360;346;0;0;353;
1737636358;23.01.2025;12:45:58;18.8;0;353;353;0;0;346;
1737637261;23.01.2025;13:01:01;18.9;0;360;360;0;0;338;
1737638165;23.01.2025;13:16:05;20.5;0;331;346;0;0;346;
1737639068;23.01.2025;13:31:08;20.3;0;346;353;0;0;338;
1737639971;23.01.2025;13:46:11;19.4;0;346;338;0;0;346;
1737640874;23.01.2025;14:01:14;19.2;0;346;346;0;0;353;
1737641777;23.01.2025;14:16:17;19.1;0;338;353;0;0;338;
1737642680;23.01.2025;14:31:20;18.7;0;353;353;0;0;346;
1737643583;23.01.2025;14:46:23;18.9;0;360;346;0;0;353;
1737644487;23.01.2025;15:01:27;19.4;0;346;353;0;0;338;
1737645390;23.01.2025;15:16:30;19.2;0;346;346;0;0;353;
1737646293;23.01.2025;15:31:33;18.7;0;353;353;0;0;360;
1737647196;23.01.2025;15:46:36;19.1;0;346;353;0;0;360;
1737648099;23.01.2025;16:01:39;19.4;0;331;346;0;0;346;
1737649002;23.01.2025;16:16:42;19.7;0;346;360;0;0;346;
1737649905;23.01.2025;16:31:45;19.3;0;353;346;0;0;346;
1737650808;23.01.2025;16:46:48;19.4;0;328;338;0;0;353;
1737651712;23.01.2025;17:01:52;18.5;0;353;360;0;0;338;
1737652615;23.01.2025;17:16:55;18.4;0;360;338;0;0;353;
1737653518;23.01.2025;17:31:58;19.3;0;353;346;0;0;346;
1737654421;23.01.2025;17:47:01;20.4;0;360;353;0;0;346;
1737655324;23.01.2025;18:02:04;18.4;0;360;346;0;0;346;
1737656227;23.01.2025;18:17:07;19.8;0;360;360;0;0;346;
1737657131;23.01.2025;18:32:11;20.4;0;360;353;0;0;353;
1737658034;23.01.2025;18:47:14;20.4;0;360;346;0;0;346;
1737658937;23.01.2025;19:02:17;19.9;0;338;0;0;0;346;
1737659840;23.01.2025;19:17:20;18.9;0;346;353;0;0;338;
