#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:26:42;
8;
TA_SC3_ET1	0	5000	255,0,0;
CO_SC3_ET1	0	5000	0,64,0;
DBS_SC3_ET1	0	5000	0,0,128;
DBE_SC3_ET1	0	5000	128,0,128;
TA_SC4_ET1	0	5000	255,255,0;
CO_SC4_ET1	0	5000	255,128,128;
DBS_SC4_ET1	0	5000	0,255,0;
DBE_SC4_ET1	0	5000	0,0,255;

#!(s);Date;Time;TA_SC3_ET1;CO_SC3_ET1;DBS_SC3_ET1;DBE_SC3_ET1;TA_SC4_ET1;CO_SC4_ET1;DBS_SC4_ET1;DBE_SC4_ET1;
1732071069;20.11.2024;02:51:09;16.3;0;907;875;17.9;345;792;313;
1732071972;20.11.2024;03:06:12;16.4;0;972;497;18;337;612;544;
1732072875;20.11.2024;03:21:15;16.4;0;925;414;18.1;345;907;612;
1732073779;20.11.2024;03:36:19;16.5;0;940;760;18.1;337;792;824;
1732074682;20.11.2024;03:51:22;16.5;0;1022;727;18.1;337;742;907;
1732075585;20.11.2024;04:06:25;16.5;0;925;857;18.1;345;659;626;
1732076488;20.11.2024;04:21:28;16.5;0;893;810;18.1;353;875;842;
1732077391;20.11.2024;04:36:31;16.5;0;875;677;18;345;792;842;
1732078294;20.11.2024;04:51:34;16.6;0;990;760;18.1;345;727;594;
1732079197;20.11.2024;05:06:37;16.5;0;824;727;18.1;345;742;727;
1732080101;20.11.2024;05:21:41;16.5;0;875;709;18.1;345;562;313;
1732081004;20.11.2024;05:36:44;16.5;0;824;612;18.1;345;824;760;
1732081907;20.11.2024;05:51:47;16.4;0;1091;626;18.1;345;594;893;
1732082810;20.11.2024;06:06:50;16.5;0;907;824;18.1;345;857;792;
1732083713;20.11.2024;06:21:53;16.5;0;907;875;18.1;345;760;925;
1732084616;20.11.2024;06:36:56;16.6;0;925;511;18.1;345;842;166;
1732085519;20.11.2024;06:51:59;16.6;0;893;810;18;345;842;529;
1732086423;20.11.2024;07:07:03;16.5;0;925;644;17.9;345;742;857;
1732087326;20.11.2024;07:22:06;16.5;0;893;857;17.8;345;742;925;
1732088229;20.11.2024;07:37:09;16.5;0;972;760;17.7;353;612;626;
1732089132;20.11.2024;07:52:12;17.1;0;990;842;17.8;345;810;198;
1732090035;20.11.2024;08:07:15;17.9;0;990;925;18.3;360;824;842;
1732090939;20.11.2024;08:22:19;17.7;0;972;659;18.4;368;760;824;
1732091842;20.11.2024;08:37:22;18.1;0;893;677;18.2;439;893;792;
1732092745;20.11.2024;08:52:25;18.4;0;925;774;18.4;494;594;907;
1732093648;20.11.2024;09:07:28;18.8;0;893;576;18.4;549;824;857;
1732094551;20.11.2024;09:22:31;19;0;893;529;18.6;596;857;695;
1732095454;20.11.2024;09:37:34;19.3;0;907;695;18.9;627;925;893;
1732096358;20.11.2024;09:52:38;19.9;0;893;659;19;643;774;958;
1732097261;20.11.2024;10:07:41;20.2;0;972;299;19.1;658;824;893;
1732098164;20.11.2024;10:22:44;20.6;0;907;727;19.4;666;594;709;
1732099067;20.11.2024;10:37:47;20.3;0;958;824;20.2;651;810;925;
1732099970;20.11.2024;10:52:50;20.6;0;972;511;20.2;572;810;1022;
1732100873;20.11.2024;11:07:53;20.6;0;893;842;20.2;596;544;529;
1732101777;20.11.2024;11:22:57;21.1;0;958;727;20.4;596;727;907;
1732102680;20.11.2024;11:38:00;21.3;0;958;511;20.5;611;774;792;
1732103583;20.11.2024;11:53:03;21.8;0;893;659;20.8;619;742;925;
1732104486;20.11.2024;12:08:06;22.2;0;875;677;21.1;627;677;727;
1732105389;20.11.2024;12:23:09;22.3;0;972;612;21.4;635;792;1206;
1732106292;20.11.2024;12:38:12;22.6;0;857;446;21.7;635;774;842;
1732107195;20.11.2024;12:53:15;22.7;0;940;810;22;635;857;742;
1732108099;20.11.2024;13:08:19;22.9;0;925;594;22.1;627;644;378;
1732109002;20.11.2024;13:23:22;22.7;0;857;626;21.6;604;760;695;
1732109905;20.11.2024;13:38:25;22.4;0;774;774;21.6;478;727;760;
1732110808;20.11.2024;13:53:28;22.2;0;875;940;21.5;423;907;230;
1732111711;20.11.2024;14:08:31;21.7;0;875;760;22.2;478;824;644;
1732112614;20.11.2024;14:23:34;21.4;0;907;562;22.1;478;824;529;
1732113517;20.11.2024;14:38:37;21.2;0;940;446;22.3;455;677;893;
1732114421;20.11.2024;14:53:41;20.8;0;1040;709;22.2;439;774;659;
1732115324;20.11.2024;15:08:44;20.4;0;958;792;22;415;792;760;
1732116227;20.11.2024;15:23:47;20.2;0;824;695;21.9;407;774;925;
1732117130;20.11.2024;15:38:50;20.7;0;972;742;21.2;619;792;824;
1732118033;20.11.2024;15:53:53;20.6;0;958;479;21.3;596;774;857;
1732118936;20.11.2024;16:08:56;20.4;0;857;677;21.5;619;727;774;
1732119840;20.11.2024;16:24:00;20.4;0;990;842;21.5;619;695;857;
1732120743;20.11.2024;16:39:03;20.2;0;940;594;21.7;596;792;677;
1732121646;20.11.2024;16:54:06;20.7;0;907;659;22;588;875;842;
1732122549;20.11.2024;17:09:09;20.3;0;940;774;21.6;486;792;842;
1732123452;20.11.2024;17:24:12;20.3;0;1008;792;21.1;517;677;760;
1732124355;20.11.2024;17:39:15;20.4;0;958;659;20.9;556;709;875;
1732125259;20.11.2024;17:54:19;20.6;0;842;299;20.9;572;792;875;
1732126162;20.11.2024;18:09:22;21;0;893;378;19.5;447;842;594;
1732127065;20.11.2024;18:24:25;20.6;0;958;644;19.2;423;677;792;
1732127968;20.11.2024;18:39:28;19;0;940;529;18.9;431;644;742;
1732128871;20.11.2024;18:54:31;18.5;0;1008;774;18.9;376;792;677;
1732129774;20.11.2024;19:09:34;18.3;0;792;446;18.9;376;727;626;
1732130678;20.11.2024;19:24:38;18.2;0;824;774;18.7;376;727;346;
1732131581;20.11.2024;19:39:41;18.2;0;940;727;18.7;376;562;842;
1732132484;20.11.2024;19:54:44;17.9;0;774;760;18.6;376;529;742;
1732133387;20.11.2024;20:09:47;17.7;0;810;857;18.4;376;857;727;
1732134290;20.11.2024;20:24:50;17.5;0;893;958;18.4;376;810;824;
1732135193;20.11.2024;20:39:53;17.3;0;893;792;18.4;368;644;659;
1732136096;20.11.2024;20:54:56;17.2;0;760;824;18.3;360;774;810;
1732136999;20.11.2024;21:09:59;17.1;0;907;824;18.3;360;810;230;
1732137902;20.11.2024;21:25:02;17.1;0;925;824;18.3;360;824;907;
1732138806;20.11.2024;21:40:06;17.1;0;842;727;18.4;360;774;810;
1732139709;20.11.2024;21:55:09;17.1;0;810;842;18.2;360;742;925;
1732140612;20.11.2024;22:10:12;17;0;925;659;18.2;360;760;576;
1732141515;20.11.2024;22:25:15;17;0;940;562;18.3;360;857;893;
1732142418;20.11.2024;22:40:18;16.9;0;842;331;18.3;360;612;925;
1732143321;20.11.2024;22:55:21;16.8;0;824;857;18.2;360;774;792;
1732144225;20.11.2024;23:10:25;16.8;0;940;709;18.2;360;774;695;
1732145128;20.11.2024;23:25:28;16.7;0;907;594;18.2;360;594;893;
1732146031;20.11.2024;23:40:31;17;0;925;659;18.3;360;644;709;
1732146934;20.11.2024;23:55:34;16.9;0;893;875;18.3;360;792;727;
1732147837;21.11.2024;00:10:37;16.9;0;925;644;18.2;353;792;612;
1732148740;21.11.2024;00:25:40;16.8;0;792;824;18.2;353;857;544;
1732149644;21.11.2024;00:40:44;16.7;0;940;792;18.2;353;677;792;
1732150547;21.11.2024;00:55:47;16.8;0;857;972;18.2;353;792;792;
1732151450;21.11.2024;01:10:50;16.7;0;824;742;18.2;353;792;907;
1732152353;21.11.2024;01:25:53;16.7;0;925;497;18.2;360;709;626;
1732153256;21.11.2024;01:40:56;16.7;0;907;378;18.2;353;695;760;
1732154159;21.11.2024;01:55:59;16.6;0;925;695;18.2;353;695;727;
1732155063;21.11.2024;02:11:03;16.6;0;857;893;18.2;353;742;774;
1732155966;21.11.2024;02:26:06;16.6;0;907;626;17.9;353;792;576;
1732156869;21.11.2024;02:41:09;16.5;0;1008;893;18.2;353;875;742;
1732157772;21.11.2024;02:56:12;16.6;0;893;727;18.2;353;695;544;
1732158675;21.11.2024;03:11:15;16.6;0;972;875;18.2;360;824;742;
1732159578;21.11.2024;03:26:18;16.7;0;972;727;18.2;353;792;958;
1732160482;21.11.2024;03:41:22;16.6;0;925;742;18.2;353;824;612;
1732161385;21.11.2024;03:56:25;16.6;0;940;695;18.2;360;857;893;
1732162288;21.11.2024;04:11:28;16.6;0;940;529;18.2;360;875;727;
1732163191;21.11.2024;04:26:31;16.7;0;893;313;18.2;353;742;479;
1732164094;21.11.2024;04:41:34;16.6;0;940;562;18.1;360;940;695;
1732164997;21.11.2024;04:56:37;16.5;0;925;101;18.1;360;842;940;
1732165901;21.11.2024;05:11:41;16.6;0;972;414;18.1;360;824;709;
1732166804;21.11.2024;05:26:44;16.7;0;958;842;18.2;353;907;576;
1732167707;21.11.2024;05:41:47;16.8;0;958;263;18.1;353;760;792;
1732168610;21.11.2024;05:56:50;16.8;0;925;857;18.2;353;842;511;
1732169513;21.11.2024;06:11:53;16.8;0;925;824;18.1;353;893;281;
1732170416;21.11.2024;06:26:56;16.8;0;940;709;18.1;353;695;774;
1732171320;21.11.2024;06:42:00;16.7;0;1008;709;18.2;360;774;824;
1732172223;21.11.2024;06:57:03;16.7;0;875;842;18.2;353;857;346;
1732173126;21.11.2024;07:12:06;17.1;0;940;760;18.2;353;792;644;
1732174029;21.11.2024;07:27:09;17;0;824;727;18.1;360;644;810;
1732174932;21.11.2024;07:42:12;16.6;0;893;774;18;384;792;810;
1732175835;21.11.2024;07:57:15;17.8;0;958;774;18.5;368;824;857;
1732176739;21.11.2024;08:12:19;17.9;0;1008;810;18.4;392;875;695;
1732177642;21.11.2024;08:27:22;18;0;972;742;18.5;447;774;677;
1732178545;21.11.2024;08:42:25;18;0;842;810;19.1;509;727;594;
1732179448;21.11.2024;08:57:28;17.9;0;893;644;19.3;517;842;774;
1732180351;21.11.2024;09:12:31;17.9;0;972;857;19.4;533;810;792;
1732181254;21.11.2024;09:27:34;17.9;0;958;677;19.6;556;792;824;
1732182158;21.11.2024;09:42:38;17.9;0;972;677;19.7;564;875;810;
1732183061;21.11.2024;09:57:41;18;0;774;446;19.3;486;709;925;
1732183964;21.11.2024;10:12:44;18;0;925;760;19.4;486;810;760;
1732184867;21.11.2024;10:27:47;18.1;0;958;810;19.5;517;893;364;
1732185770;21.11.2024;10:42:50;18.1;0;990;626;19.7;541;824;299;
1732186674;21.11.2024;10:57:54;18.1;0;958;644;19.3;525;893;810;
1732187577;21.11.2024;11:12:57;18;0;972;612;19.6;549;727;166;
1732188480;21.11.2024;11:28:00;18;0;907;626;19.7;556;824;497;
1732189383;21.11.2024;11:43:03;18;0;958;824;19.8;549;727;529;
1732190286;21.11.2024;11:58:06;18;0;893;644;20;564;875;576;
1732191190;21.11.2024;12:13:10;18.1;0;907;760;19.9;541;842;875;
1732192093;21.11.2024;12:28:13;18.2;0;925;774;19.5;447;810;792;
1732192996;21.11.2024;12:43:16;18.3;0;972;576;19.1;447;792;562;
1732193899;21.11.2024;12:58:19;18.1;0;774;428;19.5;462;792;626;
1732194803;21.11.2024;13:13:23;18;0;958;695;19.2;462;857;925;
1732195706;21.11.2024;13:28:26;18;0;893;626;19.1;415;727;774;
1732196609;21.11.2024;13:43:29;18.1;0;990;824;19;376;824;727;
1732197512;21.11.2024;13:58:32;18.1;0;1008;810;19.1;368;893;626;
1732198416;21.11.2024;14:13:36;18;0;940;792;18.9;360;842;925;
1732199319;21.11.2024;14:28:39;18;0;925;810;18.9;353;875;774;
1732200222;21.11.2024;14:43:42;17.9;0;958;792;18.8;353;695;742;
1732201125;21.11.2024;14:58:45;17.9;0;958;626;18.8;353;875;133;
1732202028;21.11.2024;15:13:48;17.9;0;940;511;18.8;353;857;842;
1732202931;21.11.2024;15:28:51;18;0;958;824;18.8;353;893;709;
1732203834;21.11.2024;15:43:54;18;0;925;727;18.9;353;709;529;
1732204737;21.11.2024;15:58:57;18;0;824;810;18.8;353;893;842;
1732205641;21.11.2024;16:14:01;18;0;1073;742;18.7;360;612;958;
1732206544;21.11.2024;16:29:04;17.8;0;842;893;18.7;353;842;810;
1732207447;21.11.2024;16:44:07;17.8;0;925;695;18.8;353;824;893;
1732208350;21.11.2024;16:59:10;17.8;0;875;792;18.7;345;810;990;
1732209253;21.11.2024;17:14:13;17.9;0;875;893;18.7;353;774;875;
1732210156;21.11.2024;17:29:16;17.8;0;907;857;18.7;353;857;810;
1732211060;21.11.2024;17:44:20;17.8;0;907;497;18.6;345;875;958;
1732211963;21.11.2024;17:59:23;17.7;0;972;810;18.5;345;907;990;
1732212866;21.11.2024;18:14:26;17.7;0;925;727;18.6;353;594;857;
1732213769;21.11.2024;18:29:29;17.7;0;810;544;18.6;345;824;842;
1732214672;21.11.2024;18:44:32;17.7;0;893;709;18.4;353;760;727;
1732215576;21.11.2024;18:59:36;17.6;0;940;659;18.4;345;792;810;
1732216479;21.11.2024;19:14:39;17.6;0;990;612;18.4;345;824;742;
1732217382;21.11.2024;19:29:42;17.7;0;990;299;18.3;345;677;760;
1732218285;21.11.2024;19:44:45;17.6;0;990;824;18.3;345;742;760;
1732219188;21.11.2024;19:59:48;17.6;0;792;792;18.2;345;677;958;
1732220091;21.11.2024;20:14:51;17.3;0;907;727;18.2;345;695;659;
1732220995;21.11.2024;20:29:55;16.6;0;925;810;18.1;345;760;792;
1732221898;21.11.2024;20:44:58;16.3;0;958;760;18.1;345;842;626;
1732222801;21.11.2024;21:00:01;16.2;0;972;594;18.1;345;792;396;
1732223704;21.11.2024;21:15:04;16.2;0;857;824;18.1;345;774;695;
1732224607;21.11.2024;21:30:07;17.3;0;940;824;18.3;345;709;695;
1732225510;21.11.2024;21:45:10;16.3;0;925;857;18.1;345;842;659;
1732226414;21.11.2024;22:00:14;16.2;0;990;760;18.1;345;659;774;
1732227317;21.11.2024;22:15:17;16.4;0;1022;709;18.1;345;824;727;
1732228220;21.11.2024;22:30:20;16.2;0;925;824;18;353;824;677;
1732229123;21.11.2024;22:45:23;16.1;0;810;958;18;353;742;810;
1732230026;21.11.2024;23:00:26;16;0;810;857;18;353;677;727;
1732230929;21.11.2024;23:15:29;16;0;958;760;18;353;810;511;
1732231833;21.11.2024;23:30:33;16.2;0;958;857;18;353;677;612;
1732232736;21.11.2024;23:45:36;16.1;0;940;760;18;353;824;940;
1732233639;22.11.2024;00:00:39;16.1;0;925;709;18;353;842;742;
1732234542;22.11.2024;00:15:42;15.9;0;907;529;17.8;353;695;742;
1732235445;22.11.2024;00:30:45;15.7;0;774;612;17.8;353;824;677;
1732236348;22.11.2024;00:45:48;16.3;0;875;742;18;353;760;727;
1732237252;22.11.2024;01:00:52;15.9;0;810;612;17.8;353;742;346;
1732238155;22.11.2024;01:15:55;16.1;0;972;742;17.8;353;727;742;
1732239058;22.11.2024;01:30:58;16;0;907;792;17.8;345;857;958;
1732239961;22.11.2024;01:46:01;15.9;0;907;612;18;353;774;760;
1732240864;22.11.2024;02:01:04;16;0;940;644;17.8;345;810;907;
1732241767;22.11.2024;02:16:07;16;0;925;810;17.7;353;792;727;
1732242671;22.11.2024;02:31:11;15.9;0;875;925;17.7;345;727;760;
1732243574;22.11.2024;02:46:14;15.7;0;972;875;17.7;353;742;857;
1732244477;22.11.2024;03:01:17;16;0;695;774;17.7;353;810;792;
1732245380;22.11.2024;03:16:20;16;0;940;727;17.7;353;893;727;
1732246283;22.11.2024;03:31:23;15.8;0;857;709;17.7;353;893;727;
1732247186;22.11.2024;03:46:26;15.7;0;893;594;17.7;353;727;562;
1732248089;22.11.2024;04:01:29;15.8;0;857;760;17.7;353;742;760;
1732248992;22.11.2024;04:16:32;15.8;0;972;824;17.7;353;875;727;
1732249896;22.11.2024;04:31:36;15.9;0;940;760;17.6;353;824;659;
1732250799;22.11.2024;04:46:39;15.8;0;958;677;17.7;353;709;824;
1732251702;22.11.2024;05:01:42;15.8;0;875;479;17.7;353;727;378;
1732252605;22.11.2024;05:16:45;15.8;0;1073;792;17.6;353;824;875;
1732253508;22.11.2024;05:31:48;15.7;0;1022;875;17.6;353;792;742;
1732254412;22.11.2024;05:46:52;15.8;0;990;824;17.7;353;824;792;
1732255315;22.11.2024;06:01:55;16.1;0;893;810;17.7;353;760;695;
1732256218;22.11.2024;06:16:58;16;0;907;677;17.7;353;709;659;
1732257121;22.11.2024;06:32:01;15.8;0;1040;774;17.6;353;824;562;
1732258025;22.11.2024;06:47:05;15.8;0;990;774;17.7;360;940;824;
1732258928;22.11.2024;07:02:08;15.8;0;940;857;17.7;353;792;857;
1732259831;22.11.2024;07:17:11;15.8;0;958;695;17.7;360;875;857;
1732260734;22.11.2024;07:32:14;15.8;0;824;446;17.7;353;774;907;
1732261637;22.11.2024;07:47:17;15.7;0;972;893;17.6;360;626;792;
1732262540;22.11.2024;08:02:20;16.6;0;958;875;17.7;360;842;792;
1732263443;22.11.2024;08:17:23;16.7;0;907;842;18.4;353;677;511;
1732264347;22.11.2024;08:32:27;16.9;0;893;792;18.5;353;907;529;
1732265250;22.11.2024;08:47:30;16.9;0;677;810;18.7;353;810;695;
1732266153;22.11.2024;09:02:33;17;0;972;810;18.7;423;824;612;
1732267056;22.11.2024;09:17:36;17;0;907;709;18.9;407;842;792;
1732267959;22.11.2024;09:32:39;17.1;0;990;824;18.4;462;893;396;
1732268862;22.11.2024;09:47:42;17.1;0;958;346;18.2;423;907;742;
1732269766;22.11.2024;10:02:46;17.1;0;842;299;19.1;368;842;695;
1732270669;22.11.2024;10:17:49;17.3;0;972;695;19.2;407;792;414;
1732271572;22.11.2024;10:32:52;18;0;893;857;19.4;384;774;774;
1732272475;22.11.2024;10:47:55;18.5;0;824;792;20.1;392;824;709;
1732273378;22.11.2024;11:02:58;18.5;0;810;709;20.2;368;576;497;
1732274281;22.11.2024;11:18:01;18.4;0;842;479;19.4;462;810;626;
1732275185;22.11.2024;11:33:05;18.2;0;1008;857;19.4;423;810;824;
1732276088;22.11.2024;11:48:08;19;0;990;774;20.2;431;774;760;
1732276991;22.11.2024;12:03:11;18.6;0;940;760;19.6;533;594;990;
1732277894;22.11.2024;12:18:14;19;0;893;774;20.4;517;842;659;
1732278797;22.11.2024;12:33:17;19.6;0;907;727;21;556;842;857;
1732279701;22.11.2024;12:48:21;19.9;0;857;824;21.1;549;742;907;
1732280604;22.11.2024;13:03:24;20.2;0;875;414;20.9;462;810;562;
1732281507;22.11.2024;13:18:27;20.1;0;842;727;20.7;423;760;810;
1732282410;22.11.2024;13:33:30;20.2;0;925;857;20.6;415;842;875;
1732283313;22.11.2024;13:48:33;20.5;0;875;742;20.7;423;875;810;
1732284216;22.11.2024;14:03:36;20.2;0;857;644;20.7;415;824;792;
1732285119;22.11.2024;14:18:39;19.7;0;940;612;20.2;423;774;727;
1732286023;22.11.2024;14:33:43;19.5;0;842;727;20.3;423;810;760;
1732286926;22.11.2024;14:48:46;19.5;0;940;695;20.1;415;824;742;
1732287829;22.11.2024;15:03:49;19.5;0;972;479;20.1;415;875;907;
1732288732;22.11.2024;15:18:52;19.6;0;925;810;20.2;415;857;842;
1732289635;22.11.2024;15:33:55;18.8;0;842;544;20.1;423;857;875;
1732290538;22.11.2024;15:48:58;18.8;0;792;529;20.1;431;824;774;
1732291442;22.11.2024;16:04:02;18.4;0;824;727;19.9;439;907;727;
1732292345;22.11.2024;16:19:05;18.8;0;857;626;19.8;439;907;875;
1732293248;22.11.2024;16:34:08;19.2;0;925;760;19.4;447;742;792;
1732294151;22.11.2024;16:49:11;18.6;0;907;774;19.3;423;760;875;
1732295054;22.11.2024;17:04:14;18.5;0;1022;562;19.3;415;875;824;
1732295957;22.11.2024;17:19:17;18.2;0;875;760;19.1;423;792;842;
1732296861;22.11.2024;17:34:21;18.1;0;925;709;18.8;407;857;875;
1732297764;22.11.2024;17:49:24;18;0;925;742;18.8;431;824;857;
1732298667;22.11.2024;18:04:27;17.9;0;842;446;18.7;392;810;774;
1732299570;22.11.2024;18:19:30;17.8;0;940;842;18.5;384;907;281;
1732300473;22.11.2024;18:34:33;17.6;0;907;842;18.7;384;727;760;
1732301376;22.11.2024;18:49:36;17.5;0;990;709;18.8;368;792;824;
1732302280;22.11.2024;19:04:40;17.7;0;1008;727;18.7;360;824;760;
1732303183;22.11.2024;19:19:43;17.9;0;972;742;18.8;360;824;594;
1732304086;22.11.2024;19:34:46;17.8;0;760;677;18.7;368;774;659;
1732304989;22.11.2024;19:49:49;17.8;0;1022;774;18.5;360;857;576;
1732305892;22.11.2024;20:04:52;17.7;0;925;742;18.5;360;792;972;
1732306795;22.11.2024;20:19:55;17.5;0;875;875;18.4;360;792;774;
1732307699;22.11.2024;20:34:59;16.4;0;940;842;18.2;360;857;677;
1732308602;22.11.2024;20:50:02;16.3;0;875;907;18.2;360;824;612;
1732309505;22.11.2024;21:05:05;16.3;0;925;824;18.2;360;727;792;
1732310408;22.11.2024;21:20:08;16.3;0;1008;893;18.2;353;824;1040;
1732311311;22.11.2024;21:35:11;16.2;0;893;810;18.2;360;677;626;
1732312214;22.11.2024;21:50:14;16.2;0;940;792;18.2;353;810;115;
1732313118;22.11.2024;22:05:18;16.2;0;893;659;18.1;353;792;940;
1732314021;22.11.2024;22:20:21;16.2;0;907;875;18.1;353;695;742;
1732314924;22.11.2024;22:35:24;16.1;0;742;792;18.1;353;810;824;
1732315827;22.11.2024;22:50:27;16.1;0;990;727;18.1;360;875;774;
1732316730;22.11.2024;23:05:30;16.2;0;958;810;18.1;360;810;709;
1732317633;22.11.2024;23:20:33;16.2;0;990;792;18.1;360;659;594;
1732318536;22.11.2024;23:35:36;16.1;0;742;893;18.1;353;824;742;
1732319440;22.11.2024;23:50:40;16.1;0;893;727;18;353;792;792;
1732320343;23.11.2024;00:05:43;16;0;774;626;17.9;353;727;659;
1732321246;23.11.2024;00:20:46;15.9;0;893;727;18.1;353;810;695;
1732322149;23.11.2024;00:35:49;16;0;907;824;18;360;857;774;
1732323052;23.11.2024;00:50:52;16;0;857;544;18.1;353;727;842;
1732323955;23.11.2024;01:05:55;16;0;972;875;18;353;774;562;
1732324859;23.11.2024;01:20:59;16;0;972;774;18;360;842;857;
1732325762;23.11.2024;01:36:02;15.9;0;810;626;17.9;353;792;709;
1732326665;23.11.2024;01:51:05;15.9;0;907;792;17.9;353;760;562;
1732327568;23.11.2024;02:06:08;15.9;0;940;824;17.9;360;810;677;
1732328471;23.11.2024;02:21:11;15.9;0;925;562;17.8;360;727;824;
1732329374;23.11.2024;02:36:14;15.9;0;925;742;17.9;360;709;612;
1732330278;23.11.2024;02:51:18;15.9;0;958;727;17.9;360;774;810;
1732331181;23.11.2024;03:06:21;15.9;0;875;576;17.8;360;842;774;
1732332084;23.11.2024;03:21:24;15.9;0;972;727;17.9;360;824;774;
1732332987;23.11.2024;03:36:27;15.9;0;907;907;17.8;368;857;810;
1732333890;23.11.2024;03:51:30;15.8;0;958;742;17.8;360;760;907;
1732334793;23.11.2024;04:06:33;15.8;0;925;792;17.8;360;842;709;
1732335697;23.11.2024;04:21:37;15.8;0;824;792;17.8;360;760;925;
1732336600;23.11.2024;04:36:40;15.8;0;1008;774;17.8;360;792;842;
1732337503;23.11.2024;04:51:43;15.8;0;925;346;17.7;360;742;677;
1732338406;23.11.2024;05:06:46;15.7;0;875;677;17.7;360;824;824;
1732339309;23.11.2024;05:21:49;15.7;0;972;626;17.7;360;810;760;
1732340213;23.11.2024;05:36:53;15.8;0;875;810;17.8;360;774;576;
1732341116;23.11.2024;05:51:56;15.7;0;893;842;17.7;368;760;230;
1732342019;23.11.2024;06:06:59;15.9;0;824;216;17.8;360;824;774;
1732342922;23.11.2024;06:22:02;16.2;0;1055;760;17.9;360;875;760;
1732343825;23.11.2024;06:37:05;15.8;0;1040;727;17.7;360;742;612;
1732344729;23.11.2024;06:52:09;15.7;0;958;727;17.7;360;824;626;
1732345632;23.11.2024;07:07:12;15.8;0;907;479;17.7;360;792;774;
1732346535;23.11.2024;07:22:15;15.9;0;875;497;17.8;368;774;925;
1732347438;23.11.2024;07:37:18;15.7;0;0;677;17.8;360;727;774;
1732348341;23.11.2024;07:52:21;15.7;0;925;709;17.7;360;659;742;
1732349244;23.11.2024;08:07:24;16.1;0;857;659;17.8;368;792;626;
1732350148;23.11.2024;08:22:28;16.4;0;940;562;17.9;360;824;695;
1732351051;23.11.2024;08:37:31;15.9;0;842;544;17.8;368;742;760;
1732351954;23.11.2024;08:52:34;15.8;0;925;742;17.7;368;760;774;
1732352857;23.11.2024;09:07:37;15.8;0;875;810;17.7;360;760;446;
1732353760;23.11.2024;09:22:40;15.8;0;742;810;17.7;360;810;875;
1732354664;23.11.2024;09:37:44;15.9;0;792;857;17.7;360;695;742;
1732355567;23.11.2024;09:52:47;15.8;0;875;659;17.7;360;842;677;
1732356470;23.11.2024;10:07:50;15.8;0;907;774;17.7;368;792;677;
1732357373;23.11.2024;10:22:53;15.8;0;972;742;17.7;360;727;659;
1732358276;23.11.2024;10:37:56;15.9;0;842;562;17.7;360;907;842;
1732359180;23.11.2024;10:53:00;15.9;0;907;774;17.8;360;893;695;
1732360083;23.11.2024;11:08:03;15.8;0;893;842;17.8;360;709;760;
1732360986;23.11.2024;11:23:06;16;0;857;857;17.9;360;760;742;
1732361889;23.11.2024;11:38:09;16.1;0;824;792;17.9;360;972;709;
1732362792;23.11.2024;11:53:12;16.2;0;842;774;17.8;360;857;562;
1732363696;23.11.2024;12:08:16;16.2;0;893;972;17.9;360;709;742;
1732364599;23.11.2024;12:23:19;16.2;0;907;792;17.9;360;842;626;
1732365502;23.11.2024;12:38:22;16.2;0;1008;659;17.9;360;760;760;
1732366405;23.11.2024;12:53:25;16.2;0;875;709;17.9;360;742;742;
1732367308;23.11.2024;13:08:28;16.2;0;958;774;18;353;529;727;
1732368211;23.11.2024;13:23:31;16.3;0;907;562;17.9;353;824;677;
1732369114;23.11.2024;13:38:34;16.2;0;972;792;17.9;353;940;576;
1732370017;23.11.2024;13:53:37;16.3;0;972;727;18;353;810;792;
1732370921;23.11.2024;14:08:41;16.2;0;925;709;18;353;842;742;
1732371824;23.11.2024;14:23:44;16.2;0;925;695;18;353;810;677;
1732372727;23.11.2024;14:38:47;16.2;0;893;792;18;353;742;810;
1732373630;23.11.2024;14:53:50;16.2;0;958;875;18;353;810;709;
1732374533;23.11.2024;15:08:53;16.2;0;958;727;18;353;709;742;
1732375436;23.11.2024;15:23:56;16.2;0;958;727;18;353;875;907;
1732376339;23.11.2024;15:38:59;16.2;0;857;824;18;353;612;810;
1732377243;23.11.2024;15:54:03;16.2;0;810;479;18.1;353;842;824;
1732378146;23.11.2024;16:09:06;16.2;0;875;824;18;360;760;364;
1732379049;23.11.2024;16:24:09;16.2;0;990;727;18.1;353;760;626;
1732379952;23.11.2024;16:39:12;16.2;0;774;644;18;353;875;760;
1732380855;23.11.2024;16:54:15;16.1;0;925;594;18;353;760;810;
1732381758;23.11.2024;17:09:18;16.1;0;907;810;18;353;810;774;
