#!SbcSavedTrendFile;Version_4;Html5Runtime_V3.0;
#!SBC trends log file generated on: 19.02.2025 15:26:42;
8;
TA_SC3_ET1	0	5000	255,0,0;
CO_SC3_ET1	0	5000	0,64,0;
DBS_SC3_ET1	0	5000	0,0,128;
DBE_SC3_ET1	0	5000	128,0,128;
TA_SC4_ET1	0	5000	255,255,0;
CO_SC4_ET1	0	5000	255,128,128;
DBS_SC4_ET1	0	5000	0,255,0;
DBE_SC4_ET1	0	5000	0,0,255;

#!(s);Date;Time;TA_SC3_ET1;CO_SC3_ET1;DBS_SC3_ET1;DBE_SC3_ET1;TA_SC4_ET1;CO_SC4_ET1;DBS_SC4_ET1;DBE_SC4_ET1;
1731754058;16.11.2024;10:47:38;15.9;0;940;857;17.1;376;760;677;
1731754961;16.11.2024;11:02:41;15.9;0;907;774;17;376;792;774;
1731755864;16.11.2024;11:17:44;16;0;893;695;17;368;842;875;
1731756768;16.11.2024;11:32:48;15.9;0;1022;893;17.1;376;709;709;
1731757671;16.11.2024;11:47:51;16;0;972;774;17;368;842;659;
1731758574;16.11.2024;12:02:54;16;0;875;695;16.9;376;760;842;
1731759477;16.11.2024;12:17:57;16;0;925;842;16.9;368;677;842;
1731760380;16.11.2024;12:33:00;16;0;893;626;17;368;742;709;
1731761283;16.11.2024;12:48:03;16.1;0;875;742;17;376;659;529;
1731762186;16.11.2024;13:03:06;16.1;0;940;659;16.8;376;727;709;
1731763090;16.11.2024;13:18:10;16;0;857;760;17.1;368;626;842;
1731763993;16.11.2024;13:33:13;16.1;0;792;313;16.9;368;842;331;
1731764896;16.11.2024;13:48:16;16.2;0;958;742;17;376;842;857;
1731765799;16.11.2024;14:03:19;16.2;0;907;677;16.8;368;774;727;
1731766702;16.11.2024;14:18:22;16.1;0;972;940;16.7;368;695;857;
1731767606;16.11.2024;14:33:26;16.2;0;907;857;16.8;368;792;644;
1731768509;16.11.2024;14:48:29;16.2;0;990;760;16.6;368;727;792;
1731769412;16.11.2024;15:03:32;16.2;0;857;842;16.8;368;810;760;
1731770315;16.11.2024;15:18:35;16.1;0;940;760;16.7;368;842;875;
1731771218;16.11.2024;15:33:38;16.1;0;760;562;16.7;368;742;893;
1731772122;16.11.2024;15:48:42;16.1;0;940;612;16.9;368;824;810;
1731773025;16.11.2024;16:03:45;16;0;958;810;16.8;368;774;824;
1731773928;16.11.2024;16:18:48;16;0;875;396;16.9;368;857;875;
1731774831;16.11.2024;16:33:51;16;0;842;742;16.8;368;774;709;
1731775734;16.11.2024;16:48:54;16;0;925;544;16.8;368;626;497;
1731776638;16.11.2024;17:03:58;16;0;925;727;16.8;368;824;810;
1731777541;16.11.2024;17:19:01;15.9;0;893;644;16.5;368;760;792;
1731778444;16.11.2024;17:34:04;16;0;940;594;16.4;368;907;907;
1731779347;16.11.2024;17:49:07;15.9;0;925;677;16.2;368;709;742;
1731780250;16.11.2024;18:04:10;15.8;0;842;709;16.2;368;695;810;
1731781153;16.11.2024;18:19:13;15.9;0;1008;842;16.3;368;824;709;
1731782057;16.11.2024;18:34:17;15.8;0;940;792;16.3;368;659;612;
1731782960;16.11.2024;18:49:20;15.8;0;364;727;16.2;368;760;742;
1731783863;16.11.2024;19:04:23;15.8;0;972;695;16.2;368;760;562;
1731784766;16.11.2024;19:19:26;15.7;0;940;461;16.2;368;742;612;
1731785669;16.11.2024;19:34:29;15.7;0;958;594;16.3;368;727;562;
1731786572;16.11.2024;19:49:32;15.7;0;972;824;16.2;368;774;842;
1731787476;16.11.2024;20:04:36;15.7;0;875;857;16.2;368;742;760;
1731788379;16.11.2024;20:19:39;15.7;0;709;760;16.3;368;774;893;
1731789282;16.11.2024;20:34:42;15.7;0;893;792;16.4;368;760;972;
1731790185;16.11.2024;20:49:45;15.6;0;875;644;16.3;368;709;925;
1731791088;16.11.2024;21:04:48;15.7;0;1008;461;16.4;360;709;857;
1731791992;16.11.2024;21:19:52;15.6;0;1022;709;16.3;368;875;810;
1731792895;16.11.2024;21:34:55;15.6;0;875;742;16.3;368;659;742;
1731793798;16.11.2024;21:49:58;15.6;0;940;562;16.5;368;760;626;
1731794701;16.11.2024;22:05:01;15.5;0;875;857;16.4;368;792;612;
1731795604;16.11.2024;22:20:04;15.5;0;842;760;16.3;368;626;677;
1731796507;16.11.2024;22:35:07;15.5;0;893;576;16.3;368;659;695;
1731797411;16.11.2024;22:50:11;15.5;0;857;727;16.3;368;792;644;
1731798314;16.11.2024;23:05:14;15.5;0;972;562;16.4;368;677;907;
1731799217;16.11.2024;23:20:17;15.5;0;644;760;16.3;368;857;529;
1731800120;16.11.2024;23:35:20;15.6;0;925;842;16.3;368;727;695;
1731801023;16.11.2024;23:50:23;15.5;0;875;810;16.4;368;857;594;
1731801926;17.11.2024;00:05:26;15.4;0;972;659;16.3;368;760;875;
1731802830;17.11.2024;00:20:30;15.5;0;907;727;16.5;368;742;958;
1731803733;17.11.2024;00:35:33;15.5;0;1008;760;16.4;368;792;760;
1731804636;17.11.2024;00:50:36;15.5;0;907;644;16.5;376;742;760;
1731805539;17.11.2024;01:05:39;15.2;0;792;346;16.5;376;760;727;
1731806442;17.11.2024;01:20:42;15.4;0;972;659;16.4;376;810;857;
1731807346;17.11.2024;01:35:46;15.4;0;990;875;16.6;384;824;727;
1731808249;17.11.2024;01:50:49;15.4;0;972;677;16.5;376;792;727;
1731809152;17.11.2024;02:05:52;15.4;0;958;742;16.6;384;774;760;
1731810055;17.11.2024;02:20:55;15.2;0;907;612;16.6;376;774;907;
1731810958;17.11.2024;02:35:58;15.4;0;940;824;16.6;376;644;940;
1731811862;17.11.2024;02:51:02;15.4;0;842;695;16.6;376;709;709;
1731812765;17.11.2024;03:06:05;15.2;0;907;857;16.5;376;857;774;
1731813668;17.11.2024;03:21:08;15.2;0;857;562;16.6;376;742;727;
1731814571;17.11.2024;03:36:11;15.2;0;925;742;16.6;376;677;760;
1731815474;17.11.2024;03:51:14;15.3;0;940;709;16.6;392;594;727;
1731816377;17.11.2024;04:06:17;15.2;0;810;576;16.5;400;774;958;
1731817281;17.11.2024;04:21:21;15.1;0;857;842;16.4;392;810;644;
1731818184;17.11.2024;04:36:24;15.1;0;990;774;16.4;392;792;760;
1731819087;17.11.2024;04:51:27;15.1;0;857;857;16.5;384;774;760;
1731819990;17.11.2024;05:06:30;15.2;0;893;497;16.7;392;709;626;
1731820893;17.11.2024;05:21:33;15.2;0;958;893;16.7;392;727;857;
1731821796;17.11.2024;05:36:36;15.4;0;940;576;16.6;384;810;695;
1731822700;17.11.2024;05:51:40;15.2;0;810;727;16.6;376;727;644;
1731823603;17.11.2024;06:06:43;15.2;0;1008;857;16.6;368;644;709;
1731824506;17.11.2024;06:21:46;15.2;0;875;810;16.6;376;810;760;
1731825409;17.11.2024;06:36:49;15.4;0;907;907;16.6;376;742;824;
1731826312;17.11.2024;06:51:52;15.4;0;940;842;16.6;376;810;792;
1731827215;17.11.2024;07:06:55;15.4;0;893;727;16.5;376;742;727;
1731828118;17.11.2024;07:21:58;15.4;0;990;742;16.5;368;792;774;
1731829022;17.11.2024;07:37:02;15.4;0;925;727;16.3;376;760;824;
1731829925;17.11.2024;07:52:05;15.4;0;990;727;16.4;368;857;907;
1731830828;17.11.2024;08:07:08;15.4;0;925;893;16.4;368;774;875;
1731831731;17.11.2024;08:22:11;15.4;0;958;792;16.4;360;742;857;
1731832634;17.11.2024;08:37:14;15.4;0;907;612;16.4;360;760;875;
1731833538;17.11.2024;08:52:18;15.4;0;824;742;16.5;360;907;562;
1731834441;17.11.2024;09:07:21;15.4;0;893;695;16.5;360;774;810;
1731835344;17.11.2024;09:22:24;15.4;0;857;727;16.5;360;810;857;
1731836247;17.11.2024;09:37:27;15.4;0;857;709;16.4;360;907;644;
1731837150;17.11.2024;09:52:30;15.4;0;1008;677;16.2;360;810;774;
1731838054;17.11.2024;10:07:34;15.4;0;824;824;16.3;360;857;709;
1731838957;17.11.2024;10:22:37;15.5;0;925;810;16.3;360;824;940;
1731839860;17.11.2024;10:37:40;15.5;0;742;810;16.3;353;792;742;
1731840763;17.11.2024;10:52:43;15.4;0;940;677;16.1;360;842;626;
1731841666;17.11.2024;11:07:46;15.6;0;792;857;15.8;360;824;760;
1731842569;17.11.2024;11:22:49;15.6;0;893;626;15.6;353;760;842;
1731843473;17.11.2024;11:37:53;15.6;0;875;677;14.9;360;727;742;
1731844376;17.11.2024;11:52:56;15.5;0;907;792;15.2;360;842;774;
1731845279;17.11.2024;12:07:59;15.6;0;893;760;15.6;360;925;792;
1731846182;17.11.2024;12:23:02;15.6;0;893;760;15.8;360;857;594;
1731847085;17.11.2024;12:38:05;15.7;0;958;810;16;360;842;659;
1731847988;17.11.2024;12:53:08;15.7;0;893;810;16.2;360;810;695;
1731848892;17.11.2024;13:08:12;15.7;0;875;742;16.3;360;842;709;
1731849795;17.11.2024;13:23:15;15.7;0;940;644;16.3;360;810;824;
1731850698;17.11.2024;13:38:18;15.7;0;907;727;16.3;353;824;677;
1731851601;17.11.2024;13:53:21;15.7;0;990;544;16.5;360;824;893;
1731852504;17.11.2024;14:08:24;15.7;0;972;742;16.5;360;824;857;
1731853408;17.11.2024;14:23:28;15.7;0;893;774;16.7;360;774;857;
1731854311;17.11.2024;14:38:31;15.7;0;990;810;16.6;360;695;626;
1731855214;17.11.2024;14:53:34;15.7;0;958;594;16.6;360;774;594;
1731856117;17.11.2024;15:08:37;15.6;0;972;742;16.7;360;907;479;
1731857020;17.11.2024;15:23:40;15.7;0;990;760;16.7;360;742;281;
1731857923;17.11.2024;15:38:43;15.7;0;1022;742;16.7;360;824;677;
1731858826;17.11.2024;15:53:46;15.8;0;925;544;16.7;353;842;824;
1731859730;17.11.2024;16:08:50;15.8;0;842;612;16.7;360;792;709;
1731860633;17.11.2024;16:23:53;15.8;0;1022;810;16.8;360;875;824;
1731861536;17.11.2024;16:38:56;15.7;0;972;810;16.9;368;842;695;
1731862439;17.11.2024;16:53:59;15.8;0;958;893;16.9;360;893;742;
1731863342;17.11.2024;17:09:02;15.7;0;893;842;16.9;368;760;824;
1731864245;17.11.2024;17:24:05;15.7;0;907;810;16.9;360;742;378;
1731865148;17.11.2024;17:39:08;15.7;0;925;709;17;368;774;659;
1731866052;17.11.2024;17:54:12;15.7;0;990;810;16.9;368;875;842;
1731866955;17.11.2024;18:09:15;15.7;0;774;842;16.9;368;842;695;
1731867858;17.11.2024;18:24:18;15.7;0;792;695;16.8;368;857;972;
1731868761;17.11.2024;18:39:21;15.7;0;925;659;16.8;368;709;893;
1731869664;17.11.2024;18:54:24;15.7;0;972;893;16.7;368;824;544;
1731870567;17.11.2024;19:09:27;15.7;0;925;695;16.8;368;857;742;
1731871471;17.11.2024;19:24:31;15.7;0;792;659;16.7;368;727;760;
1731872374;17.11.2024;19:39:34;15.6;0;972;612;16.7;368;695;857;
1731873277;17.11.2024;19:54:37;15.6;0;925;774;16.6;360;842;511;
1731874180;17.11.2024;20:09:40;15.7;0;925;562;16.8;368;810;709;
1731875083;17.11.2024;20:24:43;15.6;0;893;760;16.6;368;792;774;
1731875986;17.11.2024;20:39:46;15.6;0;857;544;16.7;368;792;824;
1731876890;17.11.2024;20:54:50;15.6;0;907;446;16.7;368;760;695;
1731877793;17.11.2024;21:09:53;15.6;0;940;774;16.8;368;792;544;
1731878696;17.11.2024;21:24:56;15.6;0;972;760;16.8;368;875;659;
1731879599;17.11.2024;21:39:59;15.5;0;810;760;16.8;368;709;281;
1731880502;17.11.2024;21:55:02;15.6;0;958;497;16.7;368;742;760;
1731881405;17.11.2024;22:10:05;15.6;0;792;695;16.6;360;857;824;
1731882309;17.11.2024;22:25:09;15.6;0;958;727;16.6;360;842;644;
1731883212;17.11.2024;22:40:12;15.5;0;972;677;16.6;360;511;742;
1731884115;17.11.2024;22:55:15;15.5;0;1040;544;16.7;360;842;1022;
1731885018;17.11.2024;23:10:18;15.6;0;925;774;16.7;360;659;857;
1731885921;17.11.2024;23:25:21;15.6;0;907;760;16.5;360;742;0;
1731886824;17.11.2024;23:40:24;15.5;0;990;792;16.5;360;677;774;
1731887728;17.11.2024;23:55:28;15.5;0;857;346;16.5;368;842;529;
1731888631;18.11.2024;00:10:31;15.6;0;875;742;16.5;368;824;497;
1731889534;18.11.2024;00:25:34;15.6;0;875;792;16.5;368;893;824;
1731890437;18.11.2024;00:40:37;15.6;0;907;940;16.5;360;810;659;
1731891340;18.11.2024;00:55:40;15.5;0;842;626;16.3;360;842;893;
1731892243;18.11.2024;01:10:43;15.6;0;907;842;16.4;360;760;677;
1731893146;18.11.2024;01:25:46;15.6;0;940;414;16.4;360;824;709;
1731894050;18.11.2024;01:40:50;15.6;0;990;576;16.3;360;742;824;
1731894953;18.11.2024;01:55:53;15.5;0;940;774;16;360;842;742;
1731895856;18.11.2024;02:10:56;15.5;0;824;742;16;360;792;824;
1731896759;18.11.2024;02:25:59;15.6;0;875;842;15.9;360;695;972;
1731897663;18.11.2024;02:41:03;15.7;0;940;659;16.2;360;774;695;
1731898566;18.11.2024;02:56:06;15.6;0;990;760;16.2;360;990;875;
1731899469;18.11.2024;03:11:09;15.6;0;907;727;16.3;360;760;346;
1731900372;18.11.2024;03:26:12;15.6;0;925;727;16.5;360;792;331;
1731901275;18.11.2024;03:41:15;15.7;0;875;907;16.5;360;742;594;
1731902178;18.11.2024;03:56:18;15.6;0;958;774;16.4;360;742;824;
1731903082;18.11.2024;04:11:22;15.6;0;1008;824;16.5;353;792;313;
1731903985;18.11.2024;04:26:25;15.6;0;875;792;16.4;360;810;907;
1731904888;18.11.2024;04:41:28;15.6;0;857;760;16.3;353;774;842;
1731905791;18.11.2024;04:56:31;15.6;0;842;940;16.3;360;810;644;
1731906694;18.11.2024;05:11:34;15.6;0;972;742;16.1;360;727;659;
1731907597;18.11.2024;05:26:37;15.6;0;925;842;16.6;360;792;907;
1731908501;18.11.2024;05:41:41;15.7;0;907;727;16.6;360;810;972;
1731909404;18.11.2024;05:56:44;15.7;0;1040;842;16.7;360;760;842;
1731910307;18.11.2024;06:11:47;15.7;0;925;727;16.6;353;857;479;
1731911210;18.11.2024;06:26:50;15.6;0;893;774;16.6;360;940;774;
1731912113;18.11.2024;06:41:53;15.7;0;907;709;16.6;360;792;612;
1731913016;18.11.2024;06:56:56;15.8;0;760;677;16.8;360;774;907;
1731913919;18.11.2024;07:11:59;15.6;0;842;760;17.7;345;709;842;
1731914823;18.11.2024;07:27:03;15.7;0;925;562;17.7;345;842;709;
1731915726;18.11.2024;07:42:06;15.6;0;940;576;17.6;353;824;612;
1731916629;18.11.2024;07:57:09;16.4;0;893;727;17;353;810;972;
1731917532;18.11.2024;08:12:12;16.4;0;893;529;16.8;353;972;760;
1731918435;18.11.2024;08:27:15;16.4;0;824;824;16.7;353;907;792;
1731919338;18.11.2024;08:42:18;16.5;0;940;695;16.7;353;824;760;
1731920242;18.11.2024;08:57:22;16.6;0;907;644;16.9;353;824;529;
1731921145;18.11.2024;09:12:25;16.6;0;875;594;16.8;353;875;824;
1731922048;18.11.2024;09:27:28;17.2;0;958;907;17.3;360;857;727;
1731922951;18.11.2024;09:42:31;17.9;0;1022;760;17.7;360;857;695;
1731923854;18.11.2024;09:57:34;18.3;0;875;742;18.2;360;842;659;
1731924757;18.11.2024;10:12:37;18.2;0;842;659;17.4;415;774;576;
1731925661;18.11.2024;10:27:41;18.7;0;893;50;17.5;502;810;695;
1731926564;18.11.2024;10:42:44;19;0;907;644;17.7;580;875;727;
1731927467;18.11.2024;10:57:47;19;0;907;461;18;635;842;760;
1731928370;18.11.2024;11:12:50;19.4;0;940;824;18.2;666;824;760;
1731929273;18.11.2024;11:27:53;20.7;0;875;612;18.4;502;857;216;
1731930176;18.11.2024;11:42:56;20.2;0;857;677;18.6;470;875;511;
1731931079;18.11.2024;11:57:59;19.9;0;857;612;18.7;439;810;511;
1731931983;18.11.2024;12:13:03;19.5;0;695;626;18.9;439;774;907;
1731932886;18.11.2024;12:28:06;19.4;0;842;709;18.6;431;742;479;
1731933789;18.11.2024;12:43:09;19.7;0;857;612;19;486;875;760;
1731934692;18.11.2024;12:58:12;19.7;0;972;497;18.9;462;875;875;
1731935595;18.11.2024;13:13:15;19.6;0;875;824;19.2;533;893;760;
1731936498;18.11.2024;13:28:18;19.5;0;893;659;19.9;580;792;133;
1731937401;18.11.2024;13:43:21;19.2;0;925;644;20.5;541;695;695;
1731938305;18.11.2024;13:58:25;19.4;0;659;907;20;572;824;727;
1731939208;18.11.2024;14:13:28;19.5;0;893;428;20.5;596;824;875;
1731940111;18.11.2024;14:28:31;19.4;0;958;774;19.7;643;824;529;
1731941014;18.11.2024;14:43:34;19.4;0;907;842;20;580;940;940;
1731941917;18.11.2024;14:58:37;19.4;0;1040;695;19.4;494;810;875;
1731942820;18.11.2024;15:13:40;19.3;0;940;810;19.5;486;893;958;
1731943723;18.11.2024;15:28:43;19.5;0;972;529;19.4;509;792;695;
1731944627;18.11.2024;15:43:47;18.6;0;990;760;19.3;517;857;594;
1731945530;18.11.2024;15:58:50;18.4;0;1022;709;19.3;525;857;875;
1731946433;18.11.2024;16:13:53;18.4;0;958;659;19.3;502;824;824;
1731947336;18.11.2024;16:28:56;18.3;0;875;576;19.4;502;893;972;
1731948239;18.11.2024;16:43:59;18.3;0;990;774;19.4;494;742;1008;
1731949142;18.11.2024;16:59:02;18.1;0;925;842;19.5;494;842;378;
1731950046;18.11.2024;17:14:06;18.2;0;875;576;19.5;494;760;774;
1731950949;18.11.2024;17:29:09;18.1;0;810;727;19.5;494;875;644;
1731951852;18.11.2024;17:44:12;19;0;1040;742;19.4;494;875;792;
1731952755;18.11.2024;17:59:15;18.2;0;1055;659;19.2;517;875;990;
1731953658;18.11.2024;18:14:18;18;0;842;760;19;502;907;842;
1731954561;18.11.2024;18:29:21;17.9;0;958;576;18.8;439;940;925;
1731955465;18.11.2024;18:44:25;17.7;0;824;659;18.8;407;677;842;
1731956368;18.11.2024;18:59:28;17.7;0;1055;497;18.9;376;857;677;
1731957271;18.11.2024;19:14:31;17.7;0;972;742;18.7;368;893;792;
1731958174;18.11.2024;19:29:34;17.6;0;875;626;18.5;368;857;907;
1731959077;18.11.2024;19:44:37;17.5;0;925;940;18.4;368;875;857;
1731959980;18.11.2024;19:59:40;17.5;0;972;695;18.3;360;760;893;
1731960884;18.11.2024;20:14:44;17.3;0;958;842;18.2;360;842;824;
1731961787;18.11.2024;20:29:47;16.9;0;940;677;18.1;360;857;824;
1731962690;18.11.2024;20:44:50;16.8;0;958;346;18.2;360;824;875;
1731963593;18.11.2024;20:59:53;16.7;0;857;612;18.1;360;875;760;
1731964496;18.11.2024;21:14:56;16.6;0;925;774;18.1;360;709;907;
1731965399;18.11.2024;21:29:59;16.6;0;907;695;18.1;353;792;972;
1731966302;18.11.2024;21:45:02;16.6;0;990;760;18.1;360;842;958;
1731967206;18.11.2024;22:00:06;16.6;0;824;626;18.1;353;857;774;
1731968109;18.11.2024;22:15:09;16.6;0;907;842;18.1;353;842;958;
1731969012;18.11.2024;22:30:12;16.5;0;925;907;18.1;353;842;824;
1731969915;18.11.2024;22:45:15;16.5;0;907;695;18.1;353;810;677;
1731970818;18.11.2024;23:00:18;16.5;0;925;479;18.2;353;824;990;
1731971722;18.11.2024;23:15:22;16.5;0;774;893;18.1;353;810;774;
1731972625;18.11.2024;23:30:25;16.5;0;958;727;18.1;353;875;594;
1731973528;18.11.2024;23:45:28;16.4;0;842;644;18.1;353;824;842;
1731974431;19.11.2024;00:00:31;16.3;0;990;677;18.1;353;727;824;
1731975334;19.11.2024;00:15:34;16.4;0;893;727;18.1;353;810;875;
1731976237;19.11.2024;00:30:37;16.4;0;875;742;18.1;353;857;742;
1731977141;19.11.2024;00:45:41;16.4;0;857;479;18.2;337;907;612;
1731978044;19.11.2024;01:00:44;16.4;0;907;774;18.2;345;810;677;
1731978947;19.11.2024;01:15:47;16.4;0;958;792;18.1;345;907;824;
1731979850;19.11.2024;01:30:50;16.4;0;907;857;18.2;337;875;709;
1731980753;19.11.2024;01:45:53;16.3;0;972;760;18.1;345;727;972;
1731981656;19.11.2024;02:00:56;16.4;0;1008;774;18.2;345;893;958;
1731982559;19.11.2024;02:15:59;16.3;0;857;810;18.2;345;695;4208;
1731983463;19.11.2024;02:31:03;16.4;0;907;824;18.2;345;907;626;
1731984366;19.11.2024;02:46:06;16.4;0;907;695;18.1;345;842;414;
1731985269;19.11.2024;03:01:09;16.4;0;925;742;18.1;345;810;760;
1731986172;19.11.2024;03:16:12;16.4;0;940;659;18.2;345;940;857;
1731987075;19.11.2024;03:31:15;16.3;0;940;709;18.2;345;792;875;
1731987978;19.11.2024;03:46:18;16.3;0;972;792;18.2;345;940;659;
1731988881;19.11.2024;04:01:21;16.5;0;875;774;18.2;345;925;562;
1731989785;19.11.2024;04:16:25;16.4;0;875;810;18.2;337;824;760;
1731990688;19.11.2024;04:31:28;16.4;0;972;727;18.2;345;792;626;
1731991591;19.11.2024;04:46:31;16.4;0;972;774;18.2;345;842;396;
1731992494;19.11.2024;05:01:34;16.3;0;972;774;18.2;337;875;612;
1731993397;19.11.2024;05:16:37;16.4;0;875;774;18.2;345;824;958;
1731994300;19.11.2024;05:31:40;16.4;0;972;760;18.2;337;742;792;
1731995203;19.11.2024;05:46:43;16.4;0;842;742;18.2;337;760;479;
1731996107;19.11.2024;06:01:47;16.5;0;907;774;18.3;345;842;760;
1731997010;19.11.2024;06:16:50;16.5;0;940;907;18.4;345;760;774;
1731997913;19.11.2024;06:31:53;16.5;0;857;824;18.3;337;810;576;
1731998816;19.11.2024;06:46:56;16.6;0;925;742;18.3;345;824;810;
1731999719;19.11.2024;07:01:59;16.6;0;958;875;18.4;345;893;824;
1732000622;19.11.2024;07:17:02;16.6;0;824;760;18.4;337;875;875;
1732001526;19.11.2024;07:32:06;16.5;0;1008;612;18.4;345;925;810;
1732002429;19.11.2024;07:47:09;16.4;0;940;727;18.4;345;792;428;
1732003332;19.11.2024;08:02:12;17.9;0;958;824;18.8;345;824;709;
1732004235;19.11.2024;08:17:15;18.2;0;972;760;18.7;345;792;760;
1732005138;19.11.2024;08:32:18;18.2;0;925;774;19.3;337;824;810;
1732006041;19.11.2024;08:47:21;18.5;0;907;760;19.3;337;774;760;
1732006945;19.11.2024;09:02:25;18.6;0;990;727;19.3;329;857;511;
1732007848;19.11.2024;09:17:28;18.8;0;857;742;19.2;337;810;760;
1732008751;19.11.2024;09:32:31;18.9;0;875;612;19.2;337;893;824;
1732009654;19.11.2024;09:47:34;18.9;0;972;875;18.8;368;824;875;
1732010557;19.11.2024;10:02:37;18.7;0;925;709;18.7;353;810;810;
1732011460;19.11.2024;10:17:40;18.7;0;958;742;18.8;353;893;313;
1732012363;19.11.2024;10:32:43;18.5;0;940;511;18.8;345;857;659;
1732013267;19.11.2024;10:47:47;18.5;0;940;695;18.7;353;893;842;
1732014170;19.11.2024;11:02:50;18.5;0;824;893;18.9;353;824;774;
1732015073;19.11.2024;11:17:53;18.5;0;810;166;18.9;353;742;659;
1732015976;19.11.2024;11:32:56;18.5;0;875;792;18.9;353;925;544;
1732016879;19.11.2024;11:47:59;18.5;0;925;511;18.9;376;875;792;
1732017782;19.11.2024;12:03:02;18.6;0;1022;626;19;353;792;857;
1732018686;19.11.2024;12:18:06;18.5;0;907;893;18.9;353;824;446;
1732019589;19.11.2024;12:33:09;18.5;0;925;576;18.9;360;810;792;
1732020492;19.11.2024;12:48:12;18.4;0;940;742;18.9;360;824;644;
1732021395;19.11.2024;13:03:15;18.5;0;792;378;19.1;353;727;695;
1732022298;19.11.2024;13:18:18;18.5;0;990;727;19;360;875;594;
1732023201;19.11.2024;13:33:21;18.5;0;893;792;19.2;376;760;857;
1732024104;19.11.2024;13:48:24;18.6;0;990;792;19.4;392;857;133;
1732025008;19.11.2024;14:03:28;18.6;0;958;562;19.3;470;925;396;
1732025911;19.11.2024;14:18:31;18.6;0;875;709;18.8;705;857;810;
1732026814;19.11.2024;14:33:34;18.5;0;875;774;18.2;800;893;907;
1732027717;19.11.2024;14:48:37;18.5;0;907;709;18.6;815;792;907;
1732028620;19.11.2024;15:03:40;18.4;0;972;544;18.9;776;810;857;
1732029524;19.11.2024;15:18:44;18.2;0;940;626;19.7;580;893;659;
1732030427;19.11.2024;15:33:47;17.2;0;958;774;18.9;423;842;907;
1732031330;19.11.2024;15:48:50;17.1;0;958;742;18.6;392;875;810;
1732032233;19.11.2024;16:03:53;17.9;0;907;511;18.7;384;893;857;
1732033136;19.11.2024;16:18:56;18.2;0;925;594;19.2;368;857;893;
1732034039;19.11.2024;16:33:59;18.1;0;940;644;18.2;368;824;774;
1732034942;19.11.2024;16:49:02;17.9;0;857;594;19.1;400;842;709;
1732035846;19.11.2024;17:04:06;18.3;0;958;511;19.2;376;824;760;
1732036749;19.11.2024;17:19:09;17.7;0;907;842;18.7;400;810;875;
1732037652;19.11.2024;17:34:12;18.6;0;990;313;19;400;842;875;
1732038555;19.11.2024;17:49:15;18.6;0;1008;695;18.2;353;695;824;
1732039458;19.11.2024;18:04:18;18.1;0;792;875;19.2;345;792;626;
1732040361;19.11.2024;18:19:21;17.6;0;925;644;19.5;360;842;544;
1732041264;19.11.2024;18:34:24;17.5;0;940;677;19.8;376;875;875;
1732042168;19.11.2024;18:49:28;17.3;0;1008;760;19.6;368;842;774;
1732043071;19.11.2024;19:04:31;18.6;0;774;824;19.4;368;695;414;
1732043974;19.11.2024;19:19:34;18.7;0;925;511;19.1;353;810;907;
1732044877;19.11.2024;19:34:37;18.6;0;842;727;19;353;857;958;
1732045780;19.11.2024;19:49:40;18.6;0;810;659;19.1;353;875;842;
1732046683;19.11.2024;20:04:43;18.5;0;990;529;19.3;353;774;709;
1732047587;19.11.2024;20:19:47;18.4;0;958;364;19.3;353;842;709;
1732048490;19.11.2024;20:34:50;17;0;925;709;18.9;345;824;857;
1732049393;19.11.2024;20:49:53;16.9;0;925;842;18.5;345;774;824;
1732050296;19.11.2024;21:04:56;16.8;0;792;792;18.8;345;810;774;
1732051199;19.11.2024;21:19:59;16.6;0;824;644;18.8;337;842;497;
1732052102;19.11.2024;21:35:02;16.7;0;958;626;19.1;345;695;810;
1732053006;19.11.2024;21:50:06;16.6;0;940;857;19.1;337;659;893;
1732053909;19.11.2024;22:05:09;16.6;0;893;677;19.1;337;875;461;
1732054812;19.11.2024;22:20:12;16.7;0;990;893;18.7;329;810;428;
1732055715;19.11.2024;22:35:15;16.6;0;972;842;18.8;329;792;810;
1732056618;19.11.2024;22:50:18;16.6;0;893;742;19;329;842;774;
1732057521;19.11.2024;23:05:21;16.6;0;958;792;18.9;329;857;875;
1732058424;19.11.2024;23:20:24;16.6;0;925;824;19;329;695;893;
1732059328;19.11.2024;23:35:28;16.6;0;925;659;18.8;329;774;893;
1732060231;19.11.2024;23:50:31;16.5;0;958;695;18.9;337;810;875;
1732061134;20.11.2024;00:05:34;16.5;0;907;824;18.7;329;824;774;
1732062037;20.11.2024;00:20:37;16.6;0;972;497;19;329;644;857;
1732062940;20.11.2024;00:35:40;16.5;0;958;824;18.8;329;774;1008;
1732063844;20.11.2024;00:50:44;16.5;0;875;774;18.1;337;792;810;
1732064747;20.11.2024;01:05:47;16.5;0;907;760;18.3;345;774;626;
1732065650;20.11.2024;01:20:50;16.5;0;958;810;18.7;345;824;875;
1732066553;20.11.2024;01:35:53;16.5;0;594;644;17.9;337;792;727;
1732067456;20.11.2024;01:50:56;16.5;0;893;709;17.8;337;875;461;
1732068360;20.11.2024;02:06:00;16.5;0;925;774;17.9;337;709;626;
1732069263;20.11.2024;02:21:03;16.5;0;940;810;18.1;337;842;742;
1732070166;20.11.2024;02:36:06;16.4;0;972;414;18.1;337;659;727;
